round,alpha,rootUp,ComAggHash,modelHashR,modelHashNext,auditRoot,sigFinal_len
11,0x3b394b353a4ed5a52c857af123df95458cd6b992c503c2e8bcc64c1208c383f0,0xed48a9d8e5ba3521511dea969a5041125d25fc8f4318ccd94125355aa8bfc952,0xfd0748feefaea4c71f60dd97777bd6aa86d537c0e8b1f123de9b744524c1b85f,0xec8beebeeb892fd53258cf2006539c88c4c8833dca2a9f47284b0782de5f037f,0x814cb08fa5a03ce8057814531699b296eedfffeda02b62b54a183993d536b965,0xe06a82af92223799d22bc98c73fbb4e8c83026881279719850d74535250a57d1,142
12,0xb72aafdd26905e298d9a6d26120053cde92c6be2b638f8090d629eacb6266107,0xd47ed495b5b60b3df476e0961844070259d3502b61934a02f47fc366335124ed,0x3f72e368247ac67ce746f8007ef0bb0909bca530ef0f350ae1e4f7f4cc23f648,0x814cb08fa5a03ce8057814531699b296eedfffeda02b62b54a183993d536b965,0x8ffc8b372b6fcbe3779e4fceca5dedbdee26e5d65e74da27f858cecb405f815e,0xf858d37d518e105eaa9c9df03fc6a5bfbd23873c2a0fbf9aee59a33252643772,140
13,0x43d673a70e6190c49c1d19fba6cc3571c4c43beb3ee9f2784fc78cf9522681d0,0x3d7f8a9f849dad072f9afe4d7f4d4dc3525e979d45184e3459c54ac0894957ee,0x260be8bd2d50ca03fc6e096355527c97b942e4cd0dd6ff034f898bec2ba47137,0x8ffc8b372b6fcbe3779e4fceca5dedbdee26e5d65e74da27f858cecb405f815e,0xdf101a1d21b43f2ca8d95a3a9f61a936e150b6c338791571a2e3f2505e8016eb,0x7fc4e0c0cd7150207180bf5b363ff0ac242a4d50bc2f0c383d5c162040557580,140
14,0x4c0789150fa1259478556f6b968abedbfe4b0ef2985c43fd2a00a891ba24d8ed,0x2acf06a7d82e41e7ecc215b23b6abea4194eabf0f773be8a586ebe0d89951717,0x97b8d21eb81e5acbd9581668262f6221c5ae59bf97e0bb22eb0d29c34103dadc,0xdf101a1d21b43f2ca8d95a3a9f61a936e150b6c338791571a2e3f2505e8016eb,0xedf61cb8e566a3103569da3c282b8daa6076f99039cbe999b9949bb8da19fd08,0x22d38f5d8f02d1cd0e0296a806279f472aa7c3e1be586ccd28fb47decdc7926d,142
15,0xf30e75d1dbfb345f02b7689b1999691af24d85e36479445e7be04e6d69cdd3af,0x411f1bce89e3fea6daf232a2e24e07e6ba15bf6043ff3c26a8f3502f4d0f9aba,0xa5d6a41f22a6af6a7b28f85f7544d69fa231a92682259c4a9eebfdd15c630e80,0xedf61cb8e566a3103569da3c282b8daa6076f99039cbe999b9949bb8da19fd08,0x7e0d5f21f88919bd17818d9310531d71f7be962ace0bee7573c023bbe6dd386c,0xabd286a29d0fc62c2b554161f88249b2438e2cad2cd803c4c0763b545e614503,144
16,0xc0c04673b3ebf98e8716d9b849fb838ba5b3392b63748b8add78a3126707c508,0x02faa8351b4fa8f68f939985885354d800bdff869872025ee3c10dae17f7f772,0x89172694cc13d58aefb9894a0b453646ce63cc552aba3c2424d446cc7412014f,0x7e0d5f21f88919bd17818d9310531d71f7be962ace0bee7573c023bbe6dd386c,0x736dbdaf60eb785407e753c1a72e384e8e7a0492e25f178e699986ed20e6d4a7,0x0de796e802f17db9ed307c7fad3f5e9889435b6d4f9c0c0f97de91fb355516e4,142
17,0x124b59b4ccc6e5be36df610a980e0aeba0dd6b37bc4d4baacb59831ded891f9b,0x10e4e5ac88d46b4efa58f2ee5488881d8c0fc5066dedbd9ef20402a247d2e420,0xab31a9fec7147e00f8c4189d720cc02789605afa32f39a5b24e3a0e54c6d59f1,0x736dbdaf60eb785407e753c1a72e384e8e7a0492e25f178e699986ed20e6d4a7,0x7afb8ad85cac9be639be339b6e69db90642a3a83d5fa4460500469fdd189f139,0xa5e2818e13ec39f813c9392d557968c6551eb5b79892d77a79ccf4b2c81e63bb,142
18,0x7bac67d0dba6ed9d0c7cddc81b20e6c68d7a18fb15483e735d46f9f3e6464d10,0x651495f810523d6f7182d87f0b9a0a646e5ae1270a43477948667b0534083c0f,0xa869527d834ef3609aac786e0d99448db9ee520d2da4807112c8ac6800cccb4d,0x7afb8ad85cac9be639be339b6e69db90642a3a83d5fa4460500469fdd189f139,0xaee504495a91e7850a58f17efc4bb19c37d4bab01263868e77a5067a93c5b66e,0x4f92f8f81fb9a63db3e1fa159a3a8cb97199dc2100ddad60419918dfb6bb045e,142
19,0x67223437997772b81865158a3d00fcfe4f0d79b8f2f0a1f7317c1306e97bc9e1,0x35087c300a6c8fbef09fb324b60d930171c6120ea28866b297dad5f24bc12968,0x8a4a58eeee42587b335c0603201d7b9841f04cc0b87cfcce14ddc677b8b81ee0,0xaee504495a91e7850a58f17efc4bb19c37d4bab01263868e77a5067a93c5b66e,0xddc4b8e5cee7d86dc6bd175d38835a32c73cf1fc0fd72c157d4df33184928715,0x8aa3834e91755e684e3dfd50252a5aecc3d93feb6bd0149df77c40c4845f1fa6,142
20,0x685c7ca3ba2d26d8785914139f6432b35d4b89e587d173346ec306fd66a48df8,0x8f69bd0b3f0a77f06c8e835835ef1a18febe845967a83e7ac4235b0a64178e4b,0x21eafd6e9c2f53f3414c787541c886aa64712636eba6da07829ea0c3e12a2a3e,0xddc4b8e5cee7d86dc6bd175d38835a32c73cf1fc0fd72c157d4df33184928715,0xf553d42e0a250931d9aab48d9255b43d92c30ea9415a979a51bb1f86a590d785,0x506efced35a69a3d7bd45d522d9fdde784e8b9a573793affc09200634b2175f2,142
21,0xe8800130a23be427d1d77349c192b6fcc4d269fdd7313cb1f8f7bd7d07ad659c,0xbc0d699ecff533f82eff96b81f4364f27b15065acde142764a684e128cc979bd,0xe49d06c3e374bc5748455e63693c8554c6220deca9965a3a288e0754c34b35a3,0xf553d42e0a250931d9aab48d9255b43d92c30ea9415a979a51bb1f86a590d785,0x25976cb7ca7a51eb4bedec2afbcddd8998f40360156575e162c34ea9613e56df,0x942ea3b7a146e38ed69ab959519885a0b3eb0824dd375ae877f7ee581e897cfb,144
22,0x8832fdae487b184a29285b22d66597ee25bd3fce868199ca773fedb8c9445e77,0x9230ff497753bc780de2b35d932f0897174057599abe6ab65cd31c11fcfb9e7b,0x003a4096524198fe27731f8c3d72371fe3cf5f6a5a105af4e98092dd79e591f5,0x25976cb7ca7a51eb4bedec2afbcddd8998f40360156575e162c34ea9613e56df,0x9baecdbc24abdb13ab0e4e6dc1e6c2f3151baf5c5c8a0f4e73d9cd4f044454d4,0xabf82074f9da26523f909b9f980f331f2156cac6aba003acd9cff6dde2b08bab,140
23,0xca82e35a04de5206b66f5c35c88b4d29f6ee98a27a15ae64800edb23413251b4,0xd118e64ceca5953dc692b3dbb01507f1a305f5b73beb40b684863cf14edc5c54,0xe9aeedd873c5dd21a06497b01d9976160ba682e97c224e04cfe48836f171f206,0x9baecdbc24abdb13ab0e4e6dc1e6c2f3151baf5c5c8a0f4e73d9cd4f044454d4,0x7a5e74f156463dcf5f3071785eb72096a739e85ee86506f738e1eccc4f7c7fc8,0x4e43ed9606c19ca8c5fe470814ea8234d113f8d25990dafc5dadc6b313147b28,144
24,0xb79ff98702c481723738f9c3dd7e7f120f3034133347455519397e12ee6ea595,0x7f5c0f5142a48b9891470696ed59176c3bc407ff50f07a1006d6d7051948d79d,0xf3eaf5f891f8e51231b151cbef981541be68f6f724c7d5f788da753dd5ef9419,0x7a5e74f156463dcf5f3071785eb72096a739e85ee86506f738e1eccc4f7c7fc8,0xb6fc561147e0b13f1bad515995e6204c7f49260b8901af058de99918b16405d1,0x54d18782ccb017161151ff8b6c9ae28e5d232e996979c7a7615411d3db1b397b,144
25,0x84f5ceca2fbf639192cd9f13e64813c9156b70c38c94748c443191d2cc32922c,0x71d5133bcbb5f00409879ebf2d40865f98441f03e9872e342b9bbc8e22c0a6df,0xc3617fe62829fbac3307d964db5c01d3a34c10c516da3895c397f5d930d415c8,0xb6fc561147e0b13f1bad515995e6204c7f49260b8901af058de99918b16405d1,0xb5e7c73da97e29a65cbd1771dae7e3f65611034e7412621163cfc506319eb16d,0x66f361155b66ff15daac2e8760891d4b13aa1090dee64ee8a63aefcde914ec5a,142
26,0x0fc7618dd89f7e7fe2f2758195d11c0e959f0874b2597662fdaecb30578a10b0,0x10b5afa15422f23d8856933225785d66a5608f63c711351da75ae90e0a86d346,0xa075ade27bebb8dfafb189b7e153440aba19bd69acca77c6069db00c114ab5ac,0xb5e7c73da97e29a65cbd1771dae7e3f65611034e7412621163cfc506319eb16d,0x9cc180b1e5bc17049246d780d6dd090e3c77153f751a85e129d2e3fe7d636a45,0x383fe1e4f4651eecd6df5394c2a778365ae3e83719ad16f4a89567d30b5d26d7,144
27,0xe0add060517f115dc0c2023b36eaabe51184b98beb05264e22aea52345272706,0x7294eddda60d2d0696a6e387eed046a857e0f83cf8709a771f1d7b85087b1ad7,0xc829d0fdd59d32225272147188e819860de6d27f26ea1555d1acd69ede9bcd01,0x9cc180b1e5bc17049246d780d6dd090e3c77153f751a85e129d2e3fe7d636a45,0x56b20421ed8601aafd1afaff0a21271e35e70380fe15d581dce94958c8fa4d75,0x37814f6c2a3f4d315e2a07a94cae1bd2d9878d24fbb65d7cd513dffcfca1bbff,140
28,0x13bff48ea6be06da5549ea5a190ae46bd5cf716d8ebcfc07ec7dceb6073eac9a,0x8ea8bb4cff0c0e33615c8dc3ef8694607644a0ed09dfc7d4c4d6445e6fd03687,0x97e0c698882d80b7f46de5e55ffec1181a4849539f9bad9b455e45b6857a4636,0x56b20421ed8601aafd1afaff0a21271e35e70380fe15d581dce94958c8fa4d75,0xdd687f16ed157047593dfadd4aa73021ac45646b69a14252a6771a1883ff7115,0xfa0e5fcf4ac013b3a690ab1db64efe41ba876b971ff5fcfc8ade03742c6ab24f,144
29,0x536a51d023715e8c91261c0ed6cf6a657185c7586f64c804d4540182a46f0529,0x8780dea4f9570eb6442aff9fc04e19e21a3d1a00b708baab7144cd77f9a7dcff,0xf2f3e77e8b8be84fa04c9f9ed700bb97084560f5f11faab134979f4d5d4ea60e,0xdd687f16ed157047593dfadd4aa73021ac45646b69a14252a6771a1883ff7115,0x2a06388ef40be557fa8e8952488cb61ea81b4200581c0a124be176198a940842,0x9e0acead6c1783fe067ba72613768a21fc7d5e2a3cbcb65040c30b1603aeede7,142
30,0x8f94189b2a4154fc003b5222b5d4a1c6ec4b42659e97894d364cf29a8843bdaa,0x638bb8ec43eec5b996dfbbead00838fc070c8b8526191634172a8508ed58840f,0x4cf1fe9ec99a110a5bfaab4e83d4a043c758ab0f665e2c009055ef07ee73360f,0x2a06388ef40be557fa8e8952488cb61ea81b4200581c0a124be176198a940842,0xe658200764cff0a53a4b0135c1f7595ecf751652e24c13d2fdb9e3899413b5b4,0xfd8a542c4535ccbd7f30167bd8fd42166157635ba318b3d8b1858630e651d825,140
31,0x83f9454a44e4d758f9e576319e3fcda0f7068b01c1e4673880c58b7cf6ca886a,0x980f8cd5bac4201e114e0dbdc56711099ae9b0a6a87841035099fc2965999517,0x924070bbd74cc0467c7e4d34ed10eb990039410940bb1f80b091de59ff0faae7,0xe658200764cff0a53a4b0135c1f7595ecf751652e24c13d2fdb9e3899413b5b4,0xf7436c3c5df7c5e01d3b4e38648d96083cff5de0c88e203b3da2a4b13e185dc3,0xfd1c19460ed8ad88a1f88f466ae4f62cc61c0e1b3a59e3627c008239b662d338,142
32,0x1d102072c2c93b6dbfba7fc5e8d792b4f38ad6c87c3bb7fd7227f94072f1cba1,0x06cee3e9ed01cd6e8e383a3e20af412b9d7cbe891dc01215a56a8e81cf09d041,0x9edbc8d182119c1efe9d120232d934b6d36fd66d4c6f46cc875d6577c9de0359,0xf7436c3c5df7c5e01d3b4e38648d96083cff5de0c88e203b3da2a4b13e185dc3,0xde436e3cd35f861903648ac826643a7e2840e4eecd7f2847626044f001da6d13,0xcb107a15a70e98751c453635d901c95447ba4041142e351fb4a20824339d0a7c,144
33,0x57f52f3675a9fa5a59daf990287e925794ba6f9fd9a20fcf1dd411252e828071,0x02eade9470390a6a8cdaad20ee42064103d94dd6564bcf5deabd2e2cd36a1e26,0x38e40fe827377f0c246cbba43aeeb738718e6e51a5243658846ae1b2f5f9e458,0xde436e3cd35f861903648ac826643a7e2840e4eecd7f2847626044f001da6d13,0x1c7bece3f7fbcf8dccf78b6dff05ad9cd3ee32df86726d2ffb03c460f28eaee8,0x0487ce429f3822d12dc56de21d39921f808cabbd2b5830db3ab69c65b3012590,142
34,0x61bda800d7c99f01b50c30f6668002c5f50b40d9c4c6a5c3a5a6926093a75cfd,0xeab5345e5b41a41e043e8291ac99771b7a97efc191ad541007834e5e568fd39f,0x8584142aab961046b9065e921b874d9b41a60715e7de79edd41475a485dfa75f,0x1c7bece3f7fbcf8dccf78b6dff05ad9cd3ee32df86726d2ffb03c460f28eaee8,0xdde944abd29b47d10138fe683a5f69b60d9e0b0b2daaf492473dd0ea482cf042,0x695d267bb8ca4c9719bf1cd1aae9007b0cfefa90e78f9e7a19260cce7c97fc24,144
35,0xa523ac47969b1836c661137e84534dc24237f82b774a995fa5f3d983e1a51645,0x667ae856fc1c90c20e0cf07544862adb9225b573afc6d10b559b60898f32aa8b,0xa15abd6dfb6752ada8a20ebaf38dc65aafdb9de1e00fc0c8be2bef3a6a8b08d5,0xdde944abd29b47d10138fe683a5f69b60d9e0b0b2daaf492473dd0ea482cf042,0x123e398886f1c9f4064ccb5ae84d4dc32ed46cb667a979abdc2ac7421cf4822a,0x43d4790e5c790cc0937d31215727c2ae69fbc9b19a5d64fd497c8f3d4c7c9d6b,140
36,0x48fd1590cd0216ebbf045273a3616cd7de1060b8339aebf9f2a4a9770898eb59,0x54a000a6d0f796d224cbd0fdfe9191442a6ce7eda2018e1988d2331bcb04dbaa,0x8309928b8799f8c81a83b684ba18caf6aa1d32758a1f6fa356bdcbfc8a38fa2e,0x123e398886f1c9f4064ccb5ae84d4dc32ed46cb667a979abdc2ac7421cf4822a,0xcd6eca6d66168b6ced67215321be2f5b2d2cb3a95a897354b15dd4d7f6a08194,0x61293941706d65041cfaea42ba3e427bd6f65fec0a3fd3764192285a91a26e6a,142
37,0x7800472049a90a5b4fd6845f29e1c3800fb0fb3a13e1c262ec81d1b09c78fe13,0x26de9556f0930ffea13b473113df9307c7c512d398ab6687f9e4c73b95f8de2c,0x60f7c9c43285740c1625ea1076440946b52c319095597e77827e0882bbf7476f,0xcd6eca6d66168b6ced67215321be2f5b2d2cb3a95a897354b15dd4d7f6a08194,0xb00c225ea4eb1495a04fa74e14c16bb6bbca2a998a66100a92c8fc26518922bb,0xa4f9af7f808d37be7c920f6a1a9a51cd874e77562b741cbade7b6bfc0b208712,144
38,0x5592315343901037fc62b639d7ccdf89cf941e0f99f97258a8cd2f5e081f353a,0x7b39031e4a041c7ddef8fc3a7bfe5c05f0df0048e2e07f50e1c48797be5ed5de,0xc29f663ed4e0b6b68562e796306e5876bc15b45e3fa2cf5c6e20230c694c85f4,0xb00c225ea4eb1495a04fa74e14c16bb6bbca2a998a66100a92c8fc26518922bb,0xf61c56abaaf0259b1d78a3e06b3985c25fa85de30422003b74718cfe4c9da73d,0x2e328883ceda4162ab257e699f4f8445a9fafb9c646606292e9119c564d759b7,140
39,0x03d8ddb6f6287de9048c7ec59b3917308c6bf4a2dc764b45f24f0d01c1b30866,0x47e6502dbdccc48a3f0e9f3d7a804d4bbfaaf03ecd25685d780796a0e94c0e8c,0xdac06cc39b97b7f78acd0b72d1d1cc4ac65e03f9c0bf8f34035533d929e6ac84,0xf61c56abaaf0259b1d78a3e06b3985c25fa85de30422003b74718cfe4c9da73d,0x71b1f72ae36194787346fae36c37add27459b0ef11477198b1c9175b91188e24,0x43769aa93840666b9426567137e9758e97a8d7e08a5fdfe373069339ef6db398,144
40,0x43ccfe4c7f8b7b2df98a3e6184b56483b92c0c82c8a6718fa5ae3f050e6f7a44,0x098d151ce76df0625e1cf03b096491846094191753d4ffea2e73b6d5ec9f68f2,0xe840d0480dc3288578d1bfbc785dcb8f30458f8fc8fe4747f7687ed7659949a9,0x71b1f72ae36194787346fae36c37add27459b0ef11477198b1c9175b91188e24,0xbd376e2cca97e042cff6f9aa3ea37d694d55e09a9cb049dcb697b414944e0fbe,0x114937ef79ecdd51299ef0626f1dc614c2f85f2559aa8324c61c3025a9f8d0d1,140
41,0xad25a4de2a1db368e6afc885d1f14595a926b54b4d24fa8df45bc7b7051b0a81,0x0afdd10b727f796c86a2c409b0b6771c744deee5ff7a3ce67800bf5a4999b028,0x659f49369153380ff1ff9ce2f3e6d6603cf97bc3a4b4dc62cbea776791984dde,0xbd376e2cca97e042cff6f9aa3ea37d694d55e09a9cb049dcb697b414944e0fbe,0x015d7fe67eb8e24387807e3588febc95c76eae6cf8e0d2045188684877fc15ba,0x534ac54a05fe08111c69003b01159bb0402bc460e2dc3af37b332298bffe3032,144
42,0x843e2a93c7b15f02196196e10b457674bfbe8e3712f2e359402753b8a5b54165,0xba97e2e66e058c66d68c9eb53d03bc8b551cb025fa6f2e11e4747571745eaded,0x093581fd01df0160c9e11f051e116b463c9502a45d5a364aaeb11fb5eadefe7e,0x015d7fe67eb8e24387807e3588febc95c76eae6cf8e0d2045188684877fc15ba,0x4ec7e3b05aca8358a3e063b50d21da7abedc7c84f7a47afedfd74bcc7d5884af,0x047e66415e6bc0c0e04368df81cc4b6ff67a58ad2bd38c339d49e375e63eaed8,142
43,0xcb78536c318775a838d5184aa7bdbcbf9365f696bd4d4b14317aa471dd5ed401,0x860568ce06ec720936dee74f5c1fd75ecd8f929ff55299f8c041c855f0cba2f7,0xef98d13426cb9af7b03e7d3c874aa103a54bf5c5a4e8dee4d0c344c7e5350d78,0x4ec7e3b05aca8358a3e063b50d21da7abedc7c84f7a47afedfd74bcc7d5884af,0x561f2b61957cf620a189cee39912481eae3d9b1e9945dc2da0af3eabe29a299d,0x408ccb64caa8b5cc73d799eea5893cd418fb5559400196654e60519633b627f7,142
44,0xd9a02bd5d39a016506df9e020cbeda327e55c1ec97acac377e0b3b88ee7f4b97,0xc5c4a9fb410f0f73da774b2640344962e36467f4fa40b50f11a5183209b33155,0xf59a019300c1e091df5ea7a7ae1b69c322d58dcd907af249ffeb3b4f8b08775f,0x561f2b61957cf620a189cee39912481eae3d9b1e9945dc2da0af3eabe29a299d,0x9387e19a4744b7367712efbbaad84e11f2d5acdbc7c0515a6a8758e7307ccd87,0x22ecbe6b29124d49431755d35999078eab63b513d23d6a3de8270921821bcd65,144
45,0x45fb47e080ca74ee3ab142ed9af21daf45951b4f42d7fe05d8ec70902e06da66,0x593decc2fdf8e876f7d9ba1bd0d3e853bee4346f7c703fd81a08f51335e318fc,0x23f4c19e7a12db828fde90bc342696cfc535dac797f811e3f20fcbbd9458b541,0x9387e19a4744b7367712efbbaad84e11f2d5acdbc7c0515a6a8758e7307ccd87,0x15e38525cc51d4daf4cc3e75f56594d1080cfd5b85899a7f89c0d07249b40f80,0x759b7ea43122e051cbbe17e1faf6090ad645213d38a110950a1bdc4dda01e380,142
46,0x601ffe8124be3be22f9f88e4df69636da7f8c31f3c8fd141fec10e192c71c2e0,0x90fb54ae14c741c0f082fb05fa01842062ad234ec8822be3394c1c1f35d90a9c,0x68f884933ce2d9720664028cc12b743337bced7f68ae04ff0980b66426fe0051,0x15e38525cc51d4daf4cc3e75f56594d1080cfd5b85899a7f89c0d07249b40f80,0xb34cdaf76fbeee9ce3ff7ab3b97edade33ab68aa8b7d33303eb21a9798566c94,0x7f18217e23ac829c1d942ea4d2a925e8629bdcbb351598139d428a2855fe389d,140
47,0xa81e0eee45bfd66bf56f410ac7f0930692729c032a084edbb2dbe87e298d1f58,0xcbf755f5fcd10530d37c0b687786d786f863038cbee4cceb096fa10cab8348e4,0x631b003731ab206821077e04d8d9e07664a7124fd97eff403e2ad57a3489cc47,0xb34cdaf76fbeee9ce3ff7ab3b97edade33ab68aa8b7d33303eb21a9798566c94,0xe3890556d8517a7323bf264a45dd31129102c2707ef0ef06a05c5fd5e19031f1,0x4c4a8e7b7173283b0105db7f20dfafc3d8bcdf8a39f026f66f5a83358ad00661,140
48,0x5c679b88db59a3fc883135236e6c7e5d8b36676ebdea37a7c46e74c91feb71f0,0xc22947f53a3a1d8deebce5aa8d55a7f000a69291149584b4603b02c098f6d773,0x38c426ffdf844b7768fb58967d3ede86a74b3c3fd1d37e24b0ce53da4b37618e,0xe3890556d8517a7323bf264a45dd31129102c2707ef0ef06a05c5fd5e19031f1,0xec1787bd04e6ec4f8acb0792506ccaffbb4248b21d8a162822dabff7ddb03904,0x04e555d0b453a7b28a04150a316a24dc2c616496dedf06126c212dc26499f03e,144
49,0x4341217e27938f11b767fc23d209637a7a179e7210b8433d0db89a678ad6c0c5,0xae6f8bff3e7c858f79ca7f4692098a6136b434ec696c0d9743ba184dc25e042b,0x10e2e9f3235f0be34317e48dec75febbc0609882021f087a56635b78a5e3d08c,0xec1787bd04e6ec4f8acb0792506ccaffbb4248b21d8a162822dabff7ddb03904,0xa7dcd683611e97ba541711620322ab5a9fbe41dc67028b00424c4f47ad6fd3ef,0xc398b07f22aa6bb94dc3923df193b22f69cec88b90c9bab2a3ed301bdf7a7685,142
50,0x03172d45b11321ae8321463a12340bc34e8bf294cb7bae3d8a3171f81a213e05,0xde4915da9950b668f599a3e363f1545c140e2a28ae792ffe418a92bf3f3ce2cd,0xad4b3156c8b536182e3b86bd07919f566ac544d43454a256ee5bbb6c88e7bf85,0xa7dcd683611e97ba541711620322ab5a9fbe41dc67028b00424c4f47ad6fd3ef,0x0dbc343b926795026393d5563e80c5c9174173e8da29f61ed69607346589f848,0x568bba93f6396d2da6eb9aae2a012f328723091e1068acc961097ee45ad84f03,144
