round,alpha,rootUp,ComAggHash,modelHashR,modelHashNext,auditRoot,sigFinal_len
17,0x73db1c7adc814b5ad02d6ea0677f36d8a1c332bb43c56f45a841f4083f08c1fb,0x651cec51d1038151f6c370df5eb15b56dec305307aabaf220968af53557ea32b,0xf59e07ccab5c6a0b8e410f193d73268a863059bdf7031e0816a29ebad5e8a1b3,0x736dbdaf60eb785407e753c1a72e384e8e7a0492e25f178e699986ed20e6d4a7,0x7afb8ad85cac9be639be339b6e69db90642a3a83d5fa4460500469fdd189f139,0x0e8dfdd4c7c295756d128acf95bc4ddaf9752fd872a6d1ebaae431f143de07d2,140
18,0xc80c961d4d21efb225996cd432fa74597547cb6b997962a82c9ae40c5b2daae4,0xa6747dec19149f71675630fb83fad110e9c20d4e2b96cab23671fce4eee012ba,0xb1449e5c413758b541f3396540c06ae7903946ad44b589d1d266608589384aa9,0x7afb8ad85cac9be639be339b6e69db90642a3a83d5fa4460500469fdd189f139,0xaee504495a91e7850a58f17efc4bb19c37d4bab01263868e77a5067a93c5b66e,0x6d1110620a92c6b34d4706201c0925be8473408e37a680c6019adb8eb554490c,142
19,0x154fd1be1826630c88922fb2dc9d8b2cd33b542d9acc03c13037fd2258838d80,0x463f98fcef52c8500638594d0d3082375e65f1f44660e63a990cab51d20f2cb2,0x6b4fe964b5f65837c64d9eb3e669e4c928b7bdf5cbdab21486842784f9b0b571,0xaee504495a91e7850a58f17efc4bb19c37d4bab01263868e77a5067a93c5b66e,0xddc4b8e5cee7d86dc6bd175d38835a32c73cf1fc0fd72c157d4df33184928715,0x55f3a78cc4d0398f4729030b632cb9945255f103c48b736e7f596b1fa60f510b,142
20,0x9c977728478e499e7b08c6e5c4cc8981f73ec738b923e0fea36349b9a1d47416,0x9011e18bf5e617f8a47765041331528d30c128f0e6f1a12aeea26f3f50ecb677,0xc1a68b5070d0047b824d6e81569990e0a4c6c6ec2ce7f6a22943a10ad64f322c,0xddc4b8e5cee7d86dc6bd175d38835a32c73cf1fc0fd72c157d4df33184928715,0xf553d42e0a250931d9aab48d9255b43d92c30ea9415a979a51bb1f86a590d785,0x2162d8e51b2898dffc65b208c18689c6b89d0b4063b60099e50dfeb4e1635055,142
21,0x78ec9b3677fc198318d313c04fff8f88d9f3954df9a9d343852792d84c081e87,0x1a9a07be2de2571b4598607b94e228502fd6d3ce641274205712d0d15b119afa,0x005fa5c8f6665dfb119a728174d9a62b85087e08332cd337ca2d5cc111a942c2,0xf553d42e0a250931d9aab48d9255b43d92c30ea9415a979a51bb1f86a590d785,0x25976cb7ca7a51eb4bedec2afbcddd8998f40360156575e162c34ea9613e56df,0x814900b580890d13e0369d56e6410ec8bfb9a8e403432665e56361dd3f399487,144
22,0xc7270c33b6441b7c3bdde045c3071ce37d789c5f419cf2ff53f64a913507633f,0xb41d6f6db6a4f4abae57fd365e8aa561e0e8c1c581ed64b147da45d26b63b2f7,0xa43049eeaa44c733ae9799ab087a967d0d8963676cc7782c7618bd5975c38aee,0x25976cb7ca7a51eb4bedec2afbcddd8998f40360156575e162c34ea9613e56df,0x9baecdbc24abdb13ab0e4e6dc1e6c2f3151baf5c5c8a0f4e73d9cd4f044454d4,0xfd130595ea4cb49ef9bff738e701b4c588f80b349db86d555c240f4a16058a83,144
23,0xf854c9745ef90f360265140118eb97ae80475ee0811c8d462c5df42f5cca14b6,0xb20e319b028f117d442fbf5f8d0002c66e54de3e958f38e014df5a6289dd1648,0x12caa283dcf5c4fb8a164e3e78500290f9bb65250fc93d4c9cf05acb017da039,0x9baecdbc24abdb13ab0e4e6dc1e6c2f3151baf5c5c8a0f4e73d9cd4f044454d4,0x7a5e74f156463dcf5f3071785eb72096a739e85ee86506f738e1eccc4f7c7fc8,0x68fb6f06eb87099895cf9739fdb517bd820bf7de4aede3bfe1b23960363aab60,142
24,0xda831c824a411ac35d245b355877f7eb80752206bfb8adfd4e0c0319cf03dd0f,0x3a02f7ece2fcf1e3ebc8f705970fd63d5f246cc8ebb0deb78e5b8b3f3ba3bc3c,0x32fbae3e12f6a21f2c4f4d693ccf3176b3cb68398efaf0612fb68376fef003d7,0x7a5e74f156463dcf5f3071785eb72096a739e85ee86506f738e1eccc4f7c7fc8,0xb6fc561147e0b13f1bad515995e6204c7f49260b8901af058de99918b16405d1,0x9d2477274903945efe04903064846afc0cd2c2909cf9eb87a6d2a2d32ecca38f,142
25,0x3ddb895660787a8d7c0f1c661f3feba0dfbb5623eec9195eeff30de196cb33a8,0xc85ec14e95bea3ce979446baebcca2b3ee07a1d3236e3119e35f074d74785043,0x7caf74680b9b44b7767738f89ba8f9da7eb9f492c8f1da654a94666d1386b73f,0xb6fc561147e0b13f1bad515995e6204c7f49260b8901af058de99918b16405d1,0xb5e7c73da97e29a65cbd1771dae7e3f65611034e7412621163cfc506319eb16d,0xf073b15dcf8d99badd593393bf0f36246f814919453e49bdb7917484444dabe9,144
26,0xad6418a12e825515dd1008e22c4451f346527da4d552e5b39fee0d8c9308d3e8,0x418b8afebfa2be9a41c437f9dc42012d9cf9d57289a107b6a3f89f0e926baf49,0x0b6d3fbc3465085c57026e3a2e4c0317980ebf2ca9120582ff225ddce3196aa1,0xb5e7c73da97e29a65cbd1771dae7e3f65611034e7412621163cfc506319eb16d,0x9cc180b1e5bc17049246d780d6dd090e3c77153f751a85e129d2e3fe7d636a45,0x5f4c0da5e6e21ab44a0dc2232d8e1289da6544780bbe46fa3ff94154525d11eb,144
27,0xa0be8b65c81e2a52c390997bd66ade73baba2aa4e46918028221edcf16b40602,0x9e54fb4923d1ea5e33b77bf2a8423a57d4b283102a38db098f999345aadcf3ce,0x8baad7a0f0105467129b040717ce3a47b82a0c37692c2d11dfa50858ccbae9d0,0x9cc180b1e5bc17049246d780d6dd090e3c77153f751a85e129d2e3fe7d636a45,0x56b20421ed8601aafd1afaff0a21271e35e70380fe15d581dce94958c8fa4d75,0x1edd9d45cc352674b0c933e5da3f45d24885cdc7134aab852bf66b9b4db133e2,142
28,0xf041e2d2b2b08a737b9404dd0ab4249ea40354afbe9519edabf808d65f32f025,0x161613d5e0bd0a68a9388dc47d7f0dc710fec4ae680ee8245c2a72e4b028c4cb,0x7a4c0b82b9687d7b9337c003c3c496b290b0000ea27f232a0ecad9d3a36818aa,0x56b20421ed8601aafd1afaff0a21271e35e70380fe15d581dce94958c8fa4d75,0xdd687f16ed157047593dfadd4aa73021ac45646b69a14252a6771a1883ff7115,0x125cd94f1f0bab2308cf4858ad3c614e7988f5d0998814f1ea90dc18c10454b1,142
29,0x53c65797901879d1c38d0cd21ab69b6e390aeace72cabdc65e745bbe72ad843e,0xf179399d9557b68f871d78b159351f1c2b802199b25d1a5464431a5b9cac733d,0x32647648480df30e65f7cc143de8109f7031c38da58ea7efa49abcf8499e05cb,0xdd687f16ed157047593dfadd4aa73021ac45646b69a14252a6771a1883ff7115,0x2a06388ef40be557fa8e8952488cb61ea81b4200581c0a124be176198a940842,0xf3174680445243a93b566091ad7fe29c6df0e08308a47bb059935b716d637e00,142
30,0xd9c5ddb41ce56e8a5905bfa609f1e84cac2193c46e537ee83e80e5f290708afb,0x7d8deee1940e8e9fd56695ff9b7da368d337498cc9d4534817d8343fbfcac606,0xd7d654ede4407f41c958362f2f9e21f58d23ba2ab7f5527601b48a65e498c24f,0x2a06388ef40be557fa8e8952488cb61ea81b4200581c0a124be176198a940842,0xe658200764cff0a53a4b0135c1f7595ecf751652e24c13d2fdb9e3899413b5b4,0x92fe054f388792e188e330aae67ef5ef0ea5efa1b4cef39f3885a211d058ca7c,142
31,0x0b095214eb32175ca068a84e90aef4a1069ce08a8161a43452178f1f49df081a,0x8b2550303acdb9014837af3111f4eaa6aa8820f2cc745b07185ddd092c921e35,0xa291194bed5e06a446dd5bf76339b62482bb811951b98b806b859951b7b1b930,0xe658200764cff0a53a4b0135c1f7595ecf751652e24c13d2fdb9e3899413b5b4,0xf7436c3c5df7c5e01d3b4e38648d96083cff5de0c88e203b3da2a4b13e185dc3,0xd06ca9d86d0c459177b0274adfa40cfdfadb04b83721d5a51297c79185845e6e,140
32,0xa560f1c86104509360e0d53763204345d6ef3ccad4d06d07222125dce28a5e24,0xe446a2c475dbbc7cea897a90835750b07ccd478c3f82bf781e2408f4c8037f69,0x582a839bee8f3f0df1fee47f6e209e3cb3ead284715ca98555d0b1eea4940c79,0xf7436c3c5df7c5e01d3b4e38648d96083cff5de0c88e203b3da2a4b13e185dc3,0xde436e3cd35f861903648ac826643a7e2840e4eecd7f2847626044f001da6d13,0xd6c5cf8ff7444d9b0fb7041c144b7c568efd3484f788d8902de449e3144fe6d4,142
33,0x989e1c042c58f488612b95f13193053c0803a4fbc3590323aa79c16e3639d03e,0x4832f3a884abef900d76967c4ce7bb14bea1463163c36f3657daec126b6b149f,0x9ce4fff7dbee5cce21cddf2f308cbd33b3c3a8db6593a8b4cb099180509b31d4,0xde436e3cd35f861903648ac826643a7e2840e4eecd7f2847626044f001da6d13,0x1c7bece3f7fbcf8dccf78b6dff05ad9cd3ee32df86726d2ffb03c460f28eaee8,0xe65cc3c3d1bfee59bc80f11195499829ab4c6dedc6b0f3955c59ec7a6e9f9f4f,142
34,0x99165e68cd1bad91c8c9263586eaf42671d2645540db6d488099a0dcd29b0054,0xd326f6d8ead3f8709f10b633b9ef37659cc3355f0873e54eb2425195382552eb,0x7da20942c8facae21ebd77268fe0fdbdeae2aee45e04732245310c6c055d01c9,0x1c7bece3f7fbcf8dccf78b6dff05ad9cd3ee32df86726d2ffb03c460f28eaee8,0xdde944abd29b47d10138fe683a5f69b60d9e0b0b2daaf492473dd0ea482cf042,0x95b21d940a7c8bdc51dde25c2b5e4f5391ed07658c19ce31140ef6e7034864b6,140
35,0xb57cb5c4994d0c487264ba73e66f79e18e3ec6d2ac8d3a1e4b7fc8b6d79cf16d,0xd8708d5fbdb257d9ab3b1da4ccd505a8437d4fdaf00ad9bd3d64746bc9298ac3,0xdf589a0b77df3f920001475a019eef7155333d450c60b0a88e36fbfaddc758d6,0xdde944abd29b47d10138fe683a5f69b60d9e0b0b2daaf492473dd0ea482cf042,0x123e398886f1c9f4064ccb5ae84d4dc32ed46cb667a979abdc2ac7421cf4822a,0x865a0f77206c3a848ab7e774ca2996baf8daf40c60a4fb14ac8e8463c5ec87e9,142
36,0x59f417a55b5426176f3a0b883b5dfe9c906a3c70d0e41f24cff0e9e8127e0bf1,0x3516b753a9f60c0787a59a6a47bc228dfaa70e8fc39cacf9f80aafae8b96e87f,0xf2690c436e5c8a60dce4e8947ee65dd45bf517c5599893908e28c9b458d8692a,0x123e398886f1c9f4064ccb5ae84d4dc32ed46cb667a979abdc2ac7421cf4822a,0xcd6eca6d66168b6ced67215321be2f5b2d2cb3a95a897354b15dd4d7f6a08194,0x21a782bce1dd6025ffb1e66a70ce7623a821c995a3e55c768322fef416a15b74,142
37,0x6c089a4301f5bb2c1d541c80b43e993bbd8a3d2c1eb93a4c6b81cc8ca57b08fe,0x0d1ea447c4e9c28a10412edda0f653b1af450d2eeded09264ccbf3827dc66d46,0x70bcec093a66a2afd51974e25b4b2b8de0b444c0a5a7848b68202d310f0ca95a,0xcd6eca6d66168b6ced67215321be2f5b2d2cb3a95a897354b15dd4d7f6a08194,0xb00c225ea4eb1495a04fa74e14c16bb6bbca2a998a66100a92c8fc26518922bb,0x93dcc8dfd4a6efeac31208b74044a2042c0775ba0eb0fd1175b6e44dfbc5a7da,142
38,0xd4e599367ea273f671d8079323d87c033d174d83e1d39c2ca1aefa270c974934,0x82f5cfc431d4a5d8ca050a50018ad7b8ee28e9c8e331c8d660441e7002c3de5d,0xe879cc178b2780f23af29b50c469e7111303e20b003abc377a3999f6ed905861,0xb00c225ea4eb1495a04fa74e14c16bb6bbca2a998a66100a92c8fc26518922bb,0xf61c56abaaf0259b1d78a3e06b3985c25fa85de30422003b74718cfe4c9da73d,0x12cee37c26276a6f99069072f49208628f28c6bfb16382c7604f7200365d3d23,144
39,0xffedad33459796f22f21bbaf5643578f7b0e90d769b4798031832c8be8e4976a,0x6e7edfbedce9b679d71716866eede1d5743d22611935a03f6a582be86e03bd14,0xc2f019b2d98e3c16e75d884360af54420657ef29fc0093689e358a4051e773d6,0xf61c56abaaf0259b1d78a3e06b3985c25fa85de30422003b74718cfe4c9da73d,0x71b1f72ae36194787346fae36c37add27459b0ef11477198b1c9175b91188e24,0xf971bacb184876096709bbd4aa48a5e2f577b437f8f11292cecdcd0c236e2a18,142
40,0xd039d44c05b1bd63f8136252871c45604c6c37674173b0656413f9011cd1d89e,0x584e9d03fa49a8f769316c65a05388b0e36bec23acf2cd567805cb966c93299a,0x9d57f7554e2623414d82220e4b75440718db3b946ecce90d9f5b1a661a3fadea,0x71b1f72ae36194787346fae36c37add27459b0ef11477198b1c9175b91188e24,0xbd376e2cca97e042cff6f9aa3ea37d694d55e09a9cb049dcb697b414944e0fbe,0x422fe6c1976dddb22799be239526fa745609748addd9be8490ea596a2e488e11,140
41,0x572030b560c17bd742135c718a6b1708e99ecf7d86518675045a9b0b1f31592d,0xcfbceaac36a7a295eb2bb893851e5cc963d46377c6155e1c6c897620b19a9fd4,0x5559a06111d51b3ad77f1ad39e04293da8ed97e7b1620de17748fd80da1287b7,0xbd376e2cca97e042cff6f9aa3ea37d694d55e09a9cb049dcb697b414944e0fbe,0x015d7fe67eb8e24387807e3588febc95c76eae6cf8e0d2045188684877fc15ba,0x24b7a052b0cecda9f1852b4ed1545d1bb2cdfd719144504ec508e34f27b1fad1,140
42,0x6467fe87dc3250369afb86e29250a93bc80b9a931d37cddfa8683e4105021069,0xb2f9dfa89cd6c1e002f4e2488a0736b9156a1befdf48ccc66c864cf692ff9c38,0xf67e5f7a31874e751b0da34c9bf1f35806e9ea3f307408d7fec47489075695bd,0x015d7fe67eb8e24387807e3588febc95c76eae6cf8e0d2045188684877fc15ba,0x4ec7e3b05aca8358a3e063b50d21da7abedc7c84f7a47afedfd74bcc7d5884af,0x1ebb457adc163c9cb31acdfb597fcff1ddad9e5f6789cbb691d71d7debc939c6,142
43,0x831d944ae4f2b26d8f54931da9772638ac310d07cb32ca7f9bd04bdd80572e77,0xe8a97c177ca580b5525eee549b8c6028878a327e95afd347c401ca4df8e46c97,0xadfa3f6183a5daa138b76c228b1d73cf399516d440d82f0eef938d7fad30b4a1,0x4ec7e3b05aca8358a3e063b50d21da7abedc7c84f7a47afedfd74bcc7d5884af,0x561f2b61957cf620a189cee39912481eae3d9b1e9945dc2da0af3eabe29a299d,0x28cf9613358c5d819affe082ccb85513a611ea82661a19491c04460225bab63d,142
44,0xc99adf2280fb72919ef5f3199f43eb24f1a66b26ecaaffb6368ea75568b93663,0xa3a379e48aa316cd898910bf139eb0875594d7f64ff7822c4301a5f8c48687ba,0xbb2998ef418405a3e64927d6bdc7b264c5d85999697071b90c63631081545379,0x561f2b61957cf620a189cee39912481eae3d9b1e9945dc2da0af3eabe29a299d,0x9387e19a4744b7367712efbbaad84e11f2d5acdbc7c0515a6a8758e7307ccd87,0x4d515a89780c5a1b441fe44c39fd04ef780e26b7536b9cf724050b0dd6675311,142
45,0x1cd6123f5f10f29aa3e66900b98bebf00c3f336709adca9a0298767b1e8c4471,0x52943c9ae00815f2a6615fe9ee7b9f6dfd4d7cf6aec20998beee7bc53f80e01a,0x2f97c39ea1c1d344c77ff35152491e7305456371e2492665bbce17b2d0e06117,0x9387e19a4744b7367712efbbaad84e11f2d5acdbc7c0515a6a8758e7307ccd87,0x15e38525cc51d4daf4cc3e75f56594d1080cfd5b85899a7f89c0d07249b40f80,0x9f080942b8d0596e5eee1d6a97ec31ff1c5c72d5aebb9bea8732a1fc9b077753,142
46,0x86e56c07077e490360f4c6fb53c8e78974795080fa34a7ac5377bdf2126b2193,0x1c51495d2f7e094f87d362dbf2147339b2d4026ca891fc9d660c08955ea37e01,0x05efe5fb48b3fd2dbbfe62960aceb878c2f39f23fd5b7bc856ba3a5415d9502a,0x15e38525cc51d4daf4cc3e75f56594d1080cfd5b85899a7f89c0d07249b40f80,0xb34cdaf76fbeee9ce3ff7ab3b97edade33ab68aa8b7d33303eb21a9798566c94,0x0801b90ed30a6db0e78e9d6a5de27f2b98d4b15f7748e68e8c65cae047a27065,142
47,0xcf53d5ddc310b483b2efc2fe4ecdd376e52c97d9e060cf8bfe63a318db6e2984,0x98c021d07c14e469b20ee07fb642bec7aee98c318fe9d626b7bd85de21f25694,0xdbf65c0dcc86a089acf1b5bf8c114bd2a3e90d55699c82c2afe94d1cc391908b,0xb34cdaf76fbeee9ce3ff7ab3b97edade33ab68aa8b7d33303eb21a9798566c94,0xe3890556d8517a7323bf264a45dd31129102c2707ef0ef06a05c5fd5e19031f1,0xa03e58c7fd93ef3babbe33f88989829ca087d0c7fe6f8ab5adb659fe1cf51263,142
48,0x7b5f7a8126470189d1664ce13051daf938e790d5e6afddb38c0d0304ec12946a,0x62bf5607ebdf2c8e6acc0a0d34c13a43ecd87bb977f611b6af245b2a033f15e1,0x861cae108317f0a3ddfeea2008a818e200098faffdb8df268ac87b4b8d7fb954,0xe3890556d8517a7323bf264a45dd31129102c2707ef0ef06a05c5fd5e19031f1,0xec1787bd04e6ec4f8acb0792506ccaffbb4248b21d8a162822dabff7ddb03904,0x0de35729f4ac2467e25fdcb3aa9c9d9eaf53e844f8bafe0b52f98a55c3b2f1af,142
49,0xaa8e03954db6fdf86a562cfd9a43de445908584c3101c711de529ceefe0d74e7,0xde853f5684b0ed3026951f6a369f84fa89e9add453cc21ab61c124eac13e39c7,0xa10ef873a6b6e342d6eef97e34ba449d5c1f55fb84a7d6581d45935af998e325,0xec1787bd04e6ec4f8acb0792506ccaffbb4248b21d8a162822dabff7ddb03904,0xa7dcd683611e97ba541711620322ab5a9fbe41dc67028b00424c4f47ad6fd3ef,0x29519c631104a1eccc5922fbb9a29a23329ed991a6e1bc1b50a0935a9f303192,140
50,0x035ce93298f535ab3ef576c43a7f2f59453f06399c8157734e80efb547717de1,0x5212e9ba4ba8da36268c16f44bfff48c601643e162b93b216017fb34a31633cd,0x1f3a05c8fca5886ccc1f985b7f1af90387a179d00687dec2c9f188f90ee01a63,0xa7dcd683611e97ba541711620322ab5a9fbe41dc67028b00424c4f47ad6fd3ef,0x0dbc343b926795026393d5563e80c5c9174173e8da29f61ed69607346589f848,0x44c7e1b753efec04265c9d4575c0291c78fbd8449c225fabc678deabe676337a,140
